School Code,School Name,DET Geographic Region,Local Government Area,Centre Type,School Category,State Electorate,Collection Year
3049,Mudgeeraba Special School,South East,Gold Coast (C),Special School,Special,Mudgeeraba,2017
663,Mudgeeraba State School,South East,Gold Coast (C),State School,Primary,Mudgeeraba,2017
1418,Mulgildie State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2017
436,Mundingburra State School,North Queensland,Townsville (C),State School,Primary,Mundingburra,2017
722,Mundoo State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2017
1420,Mundubbera State School,Central Queensland,North Burnett (R),State School,Combined,Callide,2017
507,Mungallala State School,Darling Downs South West,Maranoa (R),State School,Primary,Warrego,2017
217,Mungar State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2017
1469,Murarrie State School,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2017
2052,Murgon State High School,Darling Downs South West,South Burnett (R),State High School,Secondary,Callide,2017
871,Murgon State School,Darling Downs South West,South Burnett (R),State School,Primary,Callide,2017
76,Murphy's Creek State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
1030,Murray River Upper State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2017
1177,Murray's Bridge State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2017
7574,Murrumba State Secondary College,North Coast,Moreton Bay (R),State High School,Secondary,Kallangur,2017
1678,Musgrave Hill State School,South East,Gold Coast (C),State School,Primary,Southport,2017
1317,Mutarnee State School,North Queensland,Townsville (C),State School,Primary,Hinchinbrook,2017
993,Mutchilba State School,Far North Queensland,Mareeba (S),State School,Primary,Dalrymple,2017
152,Mutdapilly State School,South East,Scenic Rim (R),State School,Primary,Lockyer,2017
304,Muttaburra State School,Central Queensland,Barcaldine (R),State School,Primary,Gregory,2017
1481,Nagoorin State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2017
3039,Nambour Special School,North Coast,Sunshine Coast (R),Special School,Special,Nicklin,2017
2031,Nambour State College,North Coast,Sunshine Coast (R),State School,Combined,Nicklin,2017
2157,Nanango State High School,Darling Downs South West,South Burnett (R),State High School,Secondary,Nanango,2017
77,Nanango State School,Darling Downs South West,South Burnett (R),State School,Primary,Nanango,2017
1200,Narangba State School,North Coast,Moreton Bay (R),State School,Primary,Kallangur,2017
444,Narangba Valley State High School,North Coast,Moreton Bay (R),State High School,Secondary,Morayfield,2017
1725,Narangba Valley State School,North Coast,Moreton Bay (R),State School,Primary,Morayfield,2017
3140,Narbethong State Special School,Metropolitan,Brisbane (C),Special School,Special,South Brisbane,2017
479,Nashville State School,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2017
184,Nebo State School,Central Queensland,Isaac (R),State School,Primary,Mirani,2017
2169,Nerang State High School,South East,Gold Coast (C),State High School,Secondary,Gaven,2017
218,Nerang State School,South East,Gold Coast (C),State School,Primary,Gaven,2017
943,New Farm State School,Metropolitan,Brisbane (C),State School,Primary,Brisbane Central,2017
228,Newmarket State School,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2017
1227,Newtown State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba North,2017
1735,Nobby State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2017
2088,Noosa District State High School,North Coast,Noosa (S),State High School,Secondary,Nicklin,2017
175,Noosaville State School,North Coast,Noosa (S),State School,Primary,Noosa,2017
1741,Norfolk Village State School,South East,Gold Coast (C),State School,Primary,Albert,2017
926,Norman Park State School,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2017
360,Normanton State School,North Queensland,Carpentaria (S),State School,Combined,Mount Isa,2017
1863,Norris Road State School,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2017
469,North Arm State School,North Coast,Sunshine Coast (R),State School,Primary,Nicklin,2017
731,North Eton State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2017
2324,North Lakes State College,North Coast,Moreton Bay (R),State School,Combined,Murrumba,2017
2041,North Rockhampton State High School,Central Queensland,Rockhampton (R),State High School,Secondary,Rockhampton,2017
211,Northern Beaches State High School,North Queensland,Townsville (C),State High School,Secondary,Thuringowa,2017
1243,Northern Peninsula Area State College,Far North Queensland,Northern Peninsula Area (R),State School,Combined,Cook,2017
281,Northgate State School,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2017
1957,Northview State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2017
445,Norville State School,North Coast,Bundaberg (R),State School,Primary,Bundaberg,2017
785,Numinbah Valley State School,South East,Gold Coast (C),State School,Primary,Mudgeeraba,2017
43,Nundah State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2017
3084,Nursery Road State Special School,Metropolitan,Brisbane (C),Special School,Special,Greenslopes,2017
1238,Oakenden State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2017
2099,Oakey State High School,Darling Downs South West,Toowoomba (R),State High School,Secondary,Condamine,2017
166,Oakey State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2017
331,Oakleigh State School,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2017
620,Oakwood State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2017
51,One Mile State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
556,Oonoonba State School,North Queensland,Townsville (C),State School,Primary,Burdekin,2017
1271,Orion State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2017
336,Ormeau State School,South East,Gold Coast (C),State School,Primary,Coomera,2017
6136,Ormeau Woods State High School,South East,Gold Coast (C),State High School,Secondary,Coomera,2017
23,Ormiston State School,South East,Redland (C),State School,Primary,Cleveland,2017
74,Osborne State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2017
1970,Oxenford State School,South East,Gold Coast (C),State School,Primary,Albert,2017
79,Oxley State School,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2017
1991,Pacific Paradise State School,North Coast,Sunshine Coast (R),State School,Primary,Maroochydore,2017
1745,Pacific Pines State High School,South East,Gold Coast (C),State High School,Secondary,Gaven,2017
1744,Pacific Pines State School,South East,Gold Coast (C),State School,Primary,Gaven,2017
831,Pallara State School,Metropolitan,Brisbane (C),State School,Primary,Algester,2017
240,Palm Beach State School,South East,Gold Coast (C),State School,Primary,Burleigh,2017
2129,Palm Beach-Currumbin State High School,South East,Gold Coast (C),State High School,Secondary,Currumbin,2017
592,Palmwoods State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2017
983,Park Avenue State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2017
5700,Park Lake State School,South East,Gold Coast (C),State School,Primary,Gaven,2017
2187,Park Ridge State High School,South East,Logan (C),State High School,Secondary,Logan,2017
515,Park Ridge State School,South East,Logan (C),State School,Primary,Logan,2017
1467,Parke State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2017
922,Parkhurst State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2017
639,Parramatta State School,Far North Queensland,Cairns (R),State School,Primary,Cairns,2017
1486,Patrick Estate State School,Metropolitan,Somerset (R),State School,Primary,Nanango,2017
1864,Patricks Road State School,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2017
286,Payne Road State School,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2017
672,Peachester State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2017
86,Peak Crossing State School,South East,Scenic Rim (R),State School,Primary,Lockyer,2017
467,Pentland State School,North Queensland,Charters Towers (R),State School,Primary,Dalrymple,2017
1712,Peregian Springs State School,North Coast,Sunshine Coast (R),State School,Primary,Nicklin,2017
183,Petrie State School,North Coast,Moreton Bay (R),State School,Primary,Kallangur,2017
80,Petrie Terrace State School,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2017
419,Pialba State School,North Coast,Fraser Coast (R),State School,Primary,Hervey Bay,2017
422,Pilton State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2017
2049,Pimlico State High School,North Queensland,Townsville (C),State High School,Secondary,Townsville,2017
9331,Pimpama State Primary College,South East,Gold Coast (C),State School,Primary,Coomera,2017
81,Pimpama State School,South East,Gold Coast (C),State School,Primary,Albert,2017
8044,Pimpama State Secondary College,South East,Gold Coast (C),State High School,Secondary,Coomera,2017
1408,Pindi Pindi State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2017
3011,Pine Rivers Special School,North Coast,Moreton Bay (R),Special School,Special,Kallangur,2017
2102,Pine Rivers State High School,North Coast,Moreton Bay (R),State High School,Secondary,Pine Rivers,2017
1141,Pinnacle State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2017
2168,Pioneer State High School,Central Queensland,Mackay (R),State High School,Secondary,Mackay,2017
2119,Pittsworth State High School,Darling Downs South West,Toowoomba (R),State High School,Secondary,Condamine,2017
373,Pittsworth State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2017
720,Pomona State School,North Coast,Noosa (S),State School,Primary,Gympie,2017
457,Pormpuraaw State School,Far North Queensland,Pormpuraaw (S),State School,Primary,Cook,2017
208,Port Curtis Road State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2017
1979,Port Douglas State School,Far North Queensland,Douglas (S),State School,Primary,Cook,2017
1704,Pozieres State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2017
488,Prairie State School,North Queensland,Flinders (S),State School,Primary,Mount Isa,2017
238,Prenzlau State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2017
2090,Proserpine State High School,North Queensland,Whitsunday (R),State High School,Secondary,Whitsunday,2017
779,Proserpine State School,North Queensland,Whitsunday (R),State School,Primary,Whitsunday,2017
1655,Prospect Creek State School,Central Queensland,Banana (S),State School,Primary,Callide,2017
1155,Proston State School,Darling Downs South West,South Burnett (R),State School,Combined,Callide,2017
140,Pullenvale State School,Metropolitan,Brisbane (C),State School,Primary,Moggill,2017
9324,Pumicestone State School,North Coast,Moreton Bay (R),State School,Primary,Glass House,2017
1194,Queens Beach State School,North Queensland,Whitsunday (R),State School,Primary,Burdekin,2017
5685,Queensland Academy for Creative Industries,Metropolitan,Brisbane (C),State High School,Secondary,Brisbane Central,2017
5727,Queensland Academy for Health Sciences,South East,Gold Coast (C),State High School,Secondary,Southport,2017
5684,Queensland Academy for Science Mathematics and Technology,Metropolitan,Brisbane (C),State High School,Secondary,Mount Coot-tha,2017
1594,Quilpie State College,Darling Downs South West,Quilpie (S),State School,Combined,Gregory,2017
958,Quinalow Prep-10 State School,Darling Downs South West,Toowoomba (R),State School,Combined,Nanango,2017
975,Raceview State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2017
1530,Railway Estate State School,North Queensland,Townsville (C),State School,Primary,Townsville,2017
1955,Rainbow Beach State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
1491,Rainworth State School,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2017
29,Ramsay State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2017
1174,Rangeville State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2017
1870,Rasmussen State School,North Queensland,Townsville (C),State School,Primary,Thuringowa,2017
